id	title	developer	genre	language	publisher	region	release_date	serial
SLPM-65890	Shin Sangoku Musou 4	N/A	N/A	Japanese	Koei	NTSC-J	N/A	SLPM-65890
SLPM-65891	Sangokushi X	Koei	Strategy	Japanese	Koei	NTSC-J	2005-03-10	SLPM-65891
SLPM-65892	Zill O'll Infinite	Koei	RPG	Japanese	Koei	NTSC-J	2005-06-23	SLPM-65892
SLPM-65894	Winning Post 6: 2005-nendoban	N/A	Sports	Japanese	Koei	NTSC-J	2005-02-24	SLPM-65894
SLPM-65895	Tsuki wa Kirisaku: Tantei Sagara Kyouichirou	Design Factory / Mate	Adventure.	Japanese	Idea Factory	NTSC-J	2005-02-24	SLPM-65895
SLPM-65896	Tsuki wa Kirisaku: Tantei Sagara Kyouichirou	Design Factory / Mate	Adventure.	Japanese	Idea Factory	NTSC-J	2005-02-24	SLPM-65896
SLPM-65897	Racing Battle: C1 Grand Prix	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65897
SLPM-65898	Castle Fantasia: Erencia Senki: Plus Stories	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65898
SLPM-65899	Castle Fantasia: Erencia Senki: Plus Stories	N/A	Strategy	Japanese	Kadokawa	NTSC-J	2005-02-24	SLPM-65899
SLPM-65900	Sakura Taisen 3: Paris wa Moeteiru ka	N/A	Adventure	Japanese	Sega	NTSC-J	2005-02-24	SLPM-65900
SLPM-65901	DreamWorks Shark Tale	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65901
SLPM-65902	Memories Off: After Rain Vol. 2: Souen	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-02-24	SLPM-65902
SLPM-65903	Memories Off: After Rain Vol. 2: Souen	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-02-24	SLPM-65903
SLPM-65904	Baldr Force EXE	HuneX	Action	Japanese	Alchemist	NTSC-J	2005-04-07	SLPM-65904
SLPM-65905	Galaxy Angel: Eternal Lovers: Special Package	N/A	N/A	N/A	Broccoli	NTSC-J	2005-02-24	SLPM-65905
SLPM-65906	Sakura Taisen 3: Paris wa Moeteiru ka	Red Entertainment	Strategy	N/A	Sega	NTSC-J	2001-03-22	SLPM-65906
SLPM-65907	Def Jam: Fight for NY	Aki Corp	Action / Fighting.	Japanese	EA Games	NTSC-J	2005-02-24	SLPM-65907
SLPM-65908	Shining Force Neo	Neverland Co., Ltd	Action / RPG	Japanese	Sega	NTSC-J	2005-03-24	SLPM-65908
SLPM-65909	Super Monkey Ball Deluxe	Amusement Vision	Action	Japanese	Sega	NTSC-J	2005-03-24	SLPM-65909
SLPM-65910	Cafe Lindbergh: Summer Season	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-03-31	SLPM-65910
SLPM-65911	Cafe Lindbergh: Summer Season	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-03-31	SLPM-65911
SLPM-65912	Boboboubo Boubobo: Hajike Matsuri	Hudson Soft	Action.	Japanese	Hudson Soft	NTSC-J	2005-03-10	SLPM-65912
SLPM-65913	Demento	Capcom Production Studio 1	Survival Horror	Japanese	Capcom	NTSC-J	2005-04-21	SLPM-65913
SLPM-65914	Nana	KCEJ	Simulation.	Japanese	Konami	NTSC-J	2005-03-17	SLPM-65914
SLPM-65915	Fallout: Brotherhood of Steel	Interplay Entertainment Corp	Action / RPG / Shooter.	Japanese	Interplay Entertainment Corp	NTSC-J	2004-04-28	SLPM-65915
SLPM-65916	Harukanaru Toki no Naka de: Hachiyoushou	Ruby Party	Adventure / RPG.	Japanese	Koei	NTSC-J	2005-04-01	SLPM-65916
SLPM-65917	Transformers	Winkysoft	N/A	English / Japanese	Takara	NTSC-J	2005-03-24	SLPM-65917
SLPM-65918	Dear My Friend: Love Like Powdery Snow	Yeti	Adventure.	Japanese	Yeti	NTSC-J	2005-04-28	SLPM-65918
SLPM-65919	The Rumble Fish	Dimps Corporation	Fighting.	Japanese	Sega Corporation	NTSC-J	2005-03-17	SLPM-65919
SLPM-65920	Romancing SaGa: Minstrel Song	Square Enix Co., Ltd	RPG.	Japanese	Square Enix	NTSC-J	2005-04-21	SLPM-65920
SLPM-65921	Pia Carrot e Youkoso!! 3: Round Summer	N/A	Visual Novel	Japanese	Interchannel	NTSC-J	2005-03-03	SLPM-65921
SLPM-65922	Aikagi: Nukumori to Hidamari no Naka de	NEC Interchannel	Adventure	Japanese	NEC Interchannel	NTSC-J	2005-03-03	SLPM-65922
SLPM-65923	Canvas: Sepia-iro no Motif	Cocktail Soft	Adventure.	Japanese	NEC Interchannel	NTSC-J	2005-03-03	SLPM-65923
SLPM-65924	Kono Hareta Sora no Shita De [Limited Edition]	Cromwell	Adventure.	Japanese	Starfish	NTSC-J	2005-03-31	SLPM-65924
SLPM-65925	Kono Hareta Sora no Shita De	Cromwell	Adventure.	Japanese	Starfish	NTSC-J	2005-03-31	SLPM-65925
SLPM-65926	Ys IV: Mask of the Sun: A New Theory	Falcom	RPG	Japanese	Taito Corporation	NTSC-J	2005-05-26	SLPM-65926
SLPM-65927	Forgotten Realms: Demon Stone	Stormfront Studios	Action / RPG.	Japanese	Atari, Inc	NTSC-J	2005-03-24	SLPM-65927
SLPM-65928	SuperLite 2000 Vol. 29: Memories Off Mix	Kid	Adventure / Cards / Jigsaw Puzzle.	Japanese	Success	NTSC-J	2005-03-24	SLPM-65928
SLPM-65929	Pro Yakyuu Spirits 2	N/A	Sports	Japanese	N/A	NTSC-J	N/A	SLPM-65929
SLPM-65930	Eve: Burst Error Plus	C's Ware	Adventure	Japanese	GameVillage	NTSC-J	2005-03-17	SLPM-65930
SLPM-65931	Shinki Gensou: Spectral Souls	N/A	RPG	Japanese	Idea Factory	NTSC-J	2005-03-24	SLPM-65931
SLPM-65932	Sentou Kokka Kai: New Operations	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65932
SLPM-65934	Maple Colors: Kessen wa Gakuensai!	HuneX	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-03-31	SLPM-65934
SLPM-65935	Princess Maker 4	Gainax Network Systems	Simulation.	Japanese	GeneX	NTSC-J	2005-09-01	SLPM-65935
SLPM-65936	Princess Maker 4	Gainax Network Systems	Simulation.	Japanese	GeneX	NTSC-J	2005-09-01	SLPM-65936
SLPM-65937	Seikai no Senki	Gainax Network Systems	Adventure / Strategy.	Japanese	CyberFront Corporation	NTSC-J	2005-04-21	SLPM-65937
SLPM-65938	Memories Off: After Rain Vol. 3: Sotsugyou	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-03-31	SLPM-65938
SLPM-65939	Memories Off: After Rain Vol. 3: Sotsugyou	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-03-31	SLPM-65939
SLPM-65940	Mabino x Style	Kid	Adventure / Simulation.	Japanese	Kid	NTSC-J	2005-04-28	SLPM-65940
SLPM-65941	Mabino x Style	Kid	Adventure / Simulation.	Japanese	Kid	NTSC-J	2005-04-28	SLPM-65941
SLPM-65942	Mercenaries	Pandemic Studio Pty. Ltd	Action / Shooter.	Japanese	Electronic Arts	NTSC-J	2005-04-28	SLPM-65942
SLPM-65943	Angel's Feather: Kuro no Zan'ei	HuneX	Adventure / RPG.	Japanese	GN Software	NTSC-J	2005-06-30	SLPM-65943
SLPM-65944	Tantei Jinguji Saburo: Kind of Blue [WorkJam Best Collection]	WorkJam	Adventure.	Japanese	WorkJam	NTSC-J	2005-03-17	SLPM-65944
SLPM-65945	Red Ninja: Kekka no Mai	Tranji	Action / Adventure.	Japanese	Vivendi Universal Games, Inc	NTSC-J	2005-03-03	SLPM-65945
SLPM-65946	Beatmania II DX 9th Style	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-03-24	SLPM-65946
SLPM-65947	Killer7	Grasshopper Manufacture Inc	Action.	Japanese	Capcom	NTSC-J	2005-06-09	SLPM-65947
SLPM-65948	Enthusia Professional Racing	Konami	Driving / Racing	Japanese	Konami	NTSC-J	2005-03-17	SLPM-65948
SLPM-65949	Get Ride! AMDriver: Soukoku no Shinjitsu	Winkysoft	Beat 'Em Up	Japanese	Konami	NTSC-J	2005-03-24	SLPM-65949
SLPM-65950	Gantz: The Game	KCEJ	Action / Beat'em Up.	Japanese	Konami	NTSC-J	2005-03-17	SLPM-65950
SLPM-65951	Tom Clancy's Ghost Recon 2	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65951
SLPM-65952	Tengai Makyou III: Namida	N/A	RPG	Japanese	Hudson	NTSC-J	2005-04-14	SLPM-65952
SLPM-65953	Final Fantasy XI: Entry Disc 2005	Square Enix	MMORPG	Japanese	Square Enix	NTSC-J	N/A	SLPM-65953
SLPM-65954	Tom Clancy's: Ghost Recon [UbiSoft Best]	Red Storm Entertainment, Inc	Action / First Person Shooter / Strategy.	Japanese	Ubisoft Entertainment	NTSC-J	2005-03-24	SLPM-65954
SLPM-65955	Tom Clancy's Splinter Cell	Ubisoft Montreal	Action / Adventure / Shooter	Japanese	Ubisoft Entertainment	NTSC-J	2005-07-07	SLPM-65955
SLPM-65957	Harukanaru Toki no Naka de: Hachiyou-shou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65957
SLPM-65958	Burnout 3: Takedown	N/A	Racing	Japanese	N/A	NTSC-J	2005-05-19	SLPM-65958
SLPM-65959	Standard Daisenryaku: Ushinawareta Shouri	N/A	Strategy	N/A	N/A	NTSC-J	N/A	SLPM-65959
SLPM-65960	North Wind: Eien no Yakusoku [First Print Limited Edition]	Datam Polystar	Adventure.	Japanese	Datam Polystar	NTSC-J	2005-04-28	SLPM-65960
SLPM-65961	North Wind: Eien no Yakusoku	Datam Polystar	Adventure.	Japanese	Datam Polystar	NTSC-J	2005-04-28	SLPM-65961
SLPM-65962	Home Maid: Owari no Tachi [First Print Limited Edition]	Circus Fetish	Adventure.	Japanese	Princess Soft	NTSC-J	2005-06-02	SLPM-65962
SLPM-65963	Homemaid: Tsui no Yakata	Circus Fetish	Adventure.	Japanese	Princess Soft	NTSC-J	2005-06-02	SLPM-65963
SLPM-65964	Magical Tale: Chitchana Mahoutsukai [Limited Edition]	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-05-12	SLPM-65964
SLPM-65965	Magical Tale: Chiicha na Mahoutsukai	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-05-12	SLPM-65965
SLPM-65966	Spectral Force Chronicle	N/A	RPG	Japanese	Idea Factory	NTSC-J	2005-04-28	SLPM-65966
SLPM-65967	Spectral Force Chronicle	XPEC	RPG	Japanese	Idea Factory	NTSC-J	2005-04-25	SLPM-65967
SLPM-65968	Lovedol: Lovely Idol	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-08-24	SLPM-65968
SLPM-65969	Lovedol: Lovely Idol	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-08-24	SLPM-65969
SLPM-65970	Kappa no Kai-kata: How to breed Kappas [Konami Dendo Selection]	Konami	Adventure / Simulation.	Japanese	Konami	NTSC-J	2005-03-17	SLPM-65970
SLPM-65971	Soshite Bokura wa, ... and He Said	Visual Arts / Spray	Adventure.	Japanese	Interchannel	NTSC-J	2005-06-30	SLPM-65971
SLPM-65972	Constantine	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65972
SLPM-65973	Mirai Shounen Conan	D3 Publisher	Action / Adventure.	Japanese	D3 Publisher	NTSC-J	2005-08-25	SLPM-65973
SLPM-65974	Kenka Banchou	YSK	Action / Adventure / Beat'em Up.	Japanese	Spike	NTSC-J	2005-06-09	SLPM-65974
SLPM-65975	WRC 4: The Official Game of the FIA World Rally Championship	Evolution Studios	Racing	Japanese	Spike	NTSC-J	2005-04-07	SLPM-65975
SLPM-65976	Grandia III (Disc 1)	Game Arts	RPG.	Japanese	Square Enix	NTSC-J	2005-08-04	SLPM-65976
SLPM-65977	Grandia III (Disc 2)	Game Arts	RPG.	Japanese	Square Enix	NTSC-J	2005-08-04	SLPM-65977
SLPM-65978	Kurogane no Houkou 2: Warship Gunner	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65978
SLPM-65980	Dream Mix TV: World Fighters [Hudson the Best]	Bitstep	Action / Fighting.	Japanese	Hudson	NTSC-J	2005-03-31	SLPM-65980
SLPM-65981	Front Mission Online	N/A	Third-person Shooter	Japanese	N/A	NTSC-J	N/A	SLPM-65981
SLPM-65982	SuperLite 2000 Vol. 41: Tokyo Bus Guide 2	Voltex	Driving / Simulation.	Japanese	Success	NTSC-J	2005-09-08	SLPM-65982
SLPM-65984	Grand Theft Auto: San Andreas	N/A	Action-Adventure	Japanese	N/A	NTSC-J	N/A	SLPM-65984
SLPM-65985	Iris no Atelier: Eternal Mana 2	Gust	RPG	Japanese	Gust	NTSC-J	2005-05-26	SLPM-65985
SLPM-65986	Quartett! The Stage of Love	Littlewitch	Adventure.	Japanese	Princess Soft	NTSC-J	2006-09-29	SLPM-65986
SLPM-65987	Quartett!: The Stage of Love	Littlewitch	Adventure.	Japanese	Princess Soft	NTSC-J	2006-09-29	SLPM-65987
SLPM-65988	Shoujo Yoshitsune-den Ni: Toki o Koeru Chigiri	Vridge / Bridge NetShop	Adventure / Tactical RPG.	Japanese	Well Made	NTSC-J	2005-06-09	SLPM-65988
SLPM-65989	Shoujo Yoshitsune-Den 2	Vridge / Bridge NetShop	Adventure / Tactical RPG.	Japanese	Well Made	NTSC-J	2005-06-09	SLPM-65989
SLPM-65990	Neo Contra	Konami Computer Entertainment Tokyo (KCET)	Action / Platformer / Shooter.	Japanese	Konami	NTSC-J	2005-05-26	SLPM-65990
SLPM-65991	Anubis: Zone of the Enders: Special Edition	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65991
SLPM-65994	SuperLite 2000 Vol. 31: Remember11: The Age of Infinity	Kid	Adventure.	Japanese	Success	NTSC-J	2005-05-12	SLPM-65994
SLPM-65995	Dog's Life	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65995
SLPM-65996	Hametsu no Mars [Limited Edition]	Design Factory	Action / Adventure.	Japanese	Idea Factory	NTSC-J	2006-05-26	SLPM-65996
SLPM-65997	Hametsu no Mars	Design Factory	Action / Adventure.	Japanese	Idea Factory	NTSC-J	2006-05-26	SLPM-65997
SLPM-65998	Vampire: Darkstalkers Collection	Capcom	Fighting	Japanese	Capcom	NTSC-J	2005-05-19	SLPM-65998
SLPM-65999	Drag-on Dragoon 2: Fuuin no Aka, Haitoku no Kuro	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-65999
SLPM-66000	Conflict Delta II: Wangan Sensou 1991	Pivotal Games	Action	Japanese	Capcom	NTSC-J	2005-06-06	SLPM-66000
SLPM-66001	Chocolat: Maid Cafe "Curio"	Giga	Adventure.	Japanese	Alchemist	NTSC-J	2005-06-30	SLPM-66001
SLPM-66002	Prince of Persia: Warrior Within	Ubisoft	Action / Adventure / Platform.	Japanese	Ubisoft	NTSC-J	2005-01-13	SLPM-66002
SLPM-66003	Harukanaru Toki no Naka de: Hachiyou-shou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66003
SLPM-66004	Harukanaru Toki no Naka de 2	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66004
SLPM-66005	Harukanaru Toki no Naka de 3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66005
SLPM-66006	Angelique Trois: Aizouban	Koei / Inis	RPG / Simulation.	Japanese	Koei	NTSC-J	2005-07-07	SLPM-66006
SLPM-66007	Zoids Tactics	N/A	Strategy	Japanese	N/A	NTSC-J	2005-08-11	SLPM-66007
SLPM-66008	Musashiden II: Blademaster	Square Enix	Action-RPG	Japanese	Square Enix	NTSC-J	2005-07-07	SLPM-66008
SLPM-66009	World Soccer Winning Eleven 9	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66009
SLPM-66010	Tennis no Oujisama: Smash Hit!	N/A	Sports	Japanese	Konami	NTSC-J	2005-06-30	SLPM-66010
SLPM-66011	Tennis no Oujisama: Smash Hit! 2	N/A	Sports	Japanese	Konami	NTSC-J	2005-06-30	SLPM-66011
SLPM-66012	Tennis no Oujisama: Sweat & Tears 2	N/A	Simulation	Japanese	Konami	NTSC-J	2005-06-30	SLPM-66012
SLPM-66013	Tennis no Oujisama: Saikyou Team o Kessei seyo!	N/A	Sports	Japanese	Konami	NTSC-J	2005-06-30	SLPM-66013
SLPM-66014	Tennis no Oujisama: Rush & Dream!	N/A	Sports	Japanese	Konami	NTSC-J	2005-06-30	SLPM-66014
SLPM-66015	SuperLite 2000 Vol. 32: Ai yori Aoshi	Kid	Adventure / Mini Games.	Japanese	Success	NTSC-J	2005-06-23	SLPM-66015
SLPM-66016	Jissen Pachi-Slot Hisshouhou! Onimusha 3	Sammy	N/A	Japanese	Sega	NTSC-J	N/A	SLPM-66016
SLPM-66017	Firefighter F.D.18	Konami	Action.	Japanese	Konami	NTSC-J	2005-09-09	SLPM-66017
SLPM-66018	Silent Hill 3	Konami Computer Entertainment Tokyo (KCET)	Action / Adventure / Survival Horror.	English / French / German / Italian / Japanese / Korean / Spanish	Konami	NTSC-J	2005-07-09	SLPM-66018
SLPM-66019	Stuntman	N/A	N/A	N/A	N/A	NTSC-J	N/A	SLPM-66019
SLPM-66020	Psi-Ops: Psychic Operation	Midway Home Entertainment	Action / Shooter.	Japanese	Capcom	NTSC-J	2005-11-10	SLPM-66020
SLPM-66021	NBA Street V3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66021
SLPM-66022	Kaidou: Touge no Densetsu	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66022
SLPM-66023	Fushigi Yuugi: Genbu Kaiden Gaiden: Kagami no Miko [Limited Edition]	Design Factory	Adventure / RPG.	Japanese	Idea Factory	NTSC-J	2005-06-23	SLPM-66023
SLPM-66024	Fushigi Yuugi: Genbu Kaiden Gaiden: Kagami no Miko	Design Factory	Adventure / RPG.	Japanese	Idea Factory	NTSC-J	2005-06-23	SLPM-66024
SLPM-66025	Shinten Makai: Generation of Chaos IV	Idea Factory	Strategy	Japanese	Idea Factory	NTSC-J	2005-06-02	SLPM-66025
SLPM-66026	Hatsukoi: First Kiss	Princess Soft / Rune	Adventure.	Japanese	Princess Soft	NTSC-J	2005-06-30	SLPM-66026
SLPM-66027	Hatsukoi: First Kiss	Princess Soft / Rune	Adventure.	Japanese	Princess Soft	NTSC-J	2005-06-30	SLPM-66027
SLPM-66028	Simple 2000 Series Ultimate Vol. 33: Ururun Quest: Koiyuuki	Vingt-et-un Systems	RPG.	Japanese	D3Publisher	NTSC-J	2005-07-28	SLPM-66028
SLPM-66029	Realize: Panorama Luminary	Visual Arts	Adventure.	Japanese	NEC Interchannel	NTSC-J	2005-09-15	SLPM-66029
SLPM-66030	Heavy Metal Thunder.	Media Vision	Fighting / RPG.	Japanese	Square Enix	NTSC-J	2005-09-01	SLPM-66030
SLPM-66031	Phantasy Star Universe	Sonic Team	Action / RPG.	Japanese	Sega	NTSC-J	2006-08-31	SLPM-66031
SLPM-66032	Silent Hill 4: The Room	Konami Computer Entertainment Tokyo (KCET)	Survival Horror / Action / Shooter.	English / Japanese	Konami	NTSC-J	2005-06-09	SLPM-66032
SLPM-66033	Oz	N/A	Action	Japanese	N/A	NTSC-J	2005-06-30	SLPM-66033
SLPM-66034	Grand Theft Auto: Vice City	Rockstar North	Action / Driving / Shooter	Japanese	Capcom	NTSC-J	2005-05-19	SLPM-66034
SLPM-66035	Kenka Banchou	YSK	Action / Adventure / Beat'em Up.	Japanese	Spike	NTSC-J	2005-06-09	SLPM-66035
SLPM-66038	Diorama Sensen Ijou Nashi: Stalingrad e no Michi	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66038
SLPM-66039	SuperLite 2000 Vol. 33: Memories Off: Sorekara	Kid	Adventure.	Japanese	Success	NTSC-J	2005-05-28	SLPM-66039
SLPM-66040	Edomono	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66040
SLPM-66041	Shoujo Yoshitsune-den	Vridge	Adventure / RPG.	Japanese	Well Made	NTSC-J	2005-06-09	SLPM-66041
SLPM-66042	Brothers in Arms: Road to Hill 30	N/A	N/A	N/A	N/A	NTSC-J	N/A	SLPM-66042
SLPM-66043	Racing Game: Chuui!!!!	Bugbear Entertainment Ltd	Driving / Racing.	Japanese	Konami	NTSC-J	2005-10-13	SLPM-66043
SLPM-66044	MVP Baseball 2005	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66044
SLPM-66045	My Merry May with be	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-06-30	SLPM-66045
SLPM-66046	Star Wars: Episode III: Sith no Fukushuu	The Collective, Inc	Action / Beat'em Up.	Japanese	Electronic Arts	NTSC-J	2005-07-09	SLPM-66046
SLPM-66047	FIFA Street	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66047
SLPM-66049	D.C.P.S.: Da Capo: Plus Situation	Circus	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-07-14	SLPM-66049
SLPM-66050	Daisan Teikoku Koubouki II: Aufstieg und Fall des Dritten Reiches	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66050
SLPM-66051	Need for Speed: Underground 2: SHA_DO	EA Black Box	Racing	Japanese	EA Games	NTSC-J	2005-07-14	SLPM-66051
SLPM-66052	Mikomai: Towa no Omoi	Kid / Etude	Adventure.	Japanese	Kid	NTSC-J	2005-09-08	SLPM-66052
SLPM-66053	Dokapon DX: Wataru sekai wa oni darake [Asmik Tokudane Series]	Sting	Board / RPG.	Japanese	Asmik Ace Entertainment, Inc	NTSC-J	2005-07-14	SLPM-66053
SLPM-66054	Shinten Makai: Generation of Chaos V	Neverland	Strategy	Japanese	Idea Factory	NTSC-J	2005-07-21	SLPM-66054
SLPM-66055	Shinten Makai: Generation of Chaos V	Neverland	RPG	Japanese	Idea Factory	NTSC-J	2005-07-21	SLPM-66055
SLPM-66056	Mushi-hime-sama	Cave	Shoot 'Em Up	Japanese	Taito	NTSC-J	2005-07-21	SLPM-66056
SLPM-66057	Taito Memories: Joukan	Taito	Action / Platform / Puzzle / Shooter.	Japanese	Taito Corporation	NTSC-J	2005-07-28	SLPM-66057
SLPM-66058	Sengoku Basara	Capcom Production Studio 4	Action / Beat'em Up.	Japanese	Capcom	NTSC-J	2005-07-18	SLPM-66058
SLPM-66059	Robots	Eurocom Developments Ltd	Action / Adventure.	Japanese	Vivendi Universal Games	NTSC-J	2005-07-28	SLPM-66059
SLPM-66060	Boukoku no Aegis 2035: Warship Gunner	Koei	Simulation	N/A	Koei	NTSC-J	2005-07-21	SLPM-66060
SLPM-66061	Jikkyou Powerful Pro Yakyuu 12	Konami	Baseball.	Japanese	Konami	NTSC-J	2005-07-14	SLPM-66061
SLPM-66062	Mahou Sensei Negima! 2-jikanme: Tatakau Otome-tachi! Mahora Daiundoukai Special!	Konami	Adventure / Mini Games.	Japanese	Konami	NTSC-J	2005-07-28	SLPM-66062
SLPM-66063	Mahou Sensei Negima! 2-jikanme: Tatakau Otome-tachi! Mahora Daiundoukai Special!	Konami	Adventure / Mini Games.	Japanese	Konami	NTSC-J	2005-07-28	SLPM-66063
SLPM-66065	Pop'n Music 11	N/A	Rhythm	Japanese	N/A	NTSC-J	N/A	SLPM-66065
SLPM-66066	Yu-Gi-Oh! Capsule Monster Coliseum	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66066
SLPM-66067	Crash Bandicoot: Bakusou! Nitro Kart	Vicarious Visions, Inc	Driving / Racing	Japanese	Vivendi Universal Games	NTSC-J	2005-07-07	SLPM-66067
SLPM-66068	Richard Burns Rally	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66068
SLPM-66069	Shikigami no Shiro: Nanayozuki Gensoukyoku	N/A	Adventure	Japanese	N/A	NTSC-J	2005-08-18	SLPM-66069
SLPM-66070	Shadow Hearts: From the New World	Nautilus	RPG	Japanese	Aruze Corp	NTSC-J	2005-07-28	SLPM-66070
SLPM-66071	Shadow Hearts: From the New World	Nautilus	RPG	Japanese	N/A	NTSC-J	2005-07-28	SLPM-66071
SLPM-66072	Fight Night Round	N/A	N/A	N/A	N/A	NTSC-J	N/A	SLPM-66072
SLPM-66073	Hagane no Renkinjutsushi 3: Kami o Tsugu Shoujo	N/A	RPG	Japanese	N/A	NTSC-J	2005	SLPM-66073
SLPM-66074	Sonic Gems Collection	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	SLPM-66074
SLPM-66075	Bass Landing 3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66075
SLPM-66076	Meine Liebe: Yuubinaru Kioku	Mobile 21	Dating / Simulation.	Japanese	Konami	NTSC-J	2005-07-28	SLPM-66076
SLPM-66077	Simple 2000 Series Ultimate Vol. 31: K-1 World Max 2005: Sekai Ouja e no Michi	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66077
SLPM-66078	White Princess the Second: Yappari Ichizu ni Ittemo Soujanakutemo OK na Gotsugou Shugi Gakuen Ren'ai Adventure!!	feng	Adventure.	Japanese	Kid	NTSC-J	2005-08-25	SLPM-66078
SLPM-66079	Medal of Honor: Europe Kyoushuu	EA Los Angeles	First Person Shooter.	Japanese	Electronic Arts	NTSC-J	2005-08-11	SLPM-66079
SLPM-66080	Generation of Chaos III: Toki no Fuuin	Idea Factory	Strategy	Japanese	Idea Factory	NTSC-J	2005-08-04	SLPM-66080
SLPM-66081	Iris no Atelier: Eternal Mana	Gust Co., Ltd	RPG	Japanese	Gust	NTSC-J	2005-08-04	SLPM-66081
SLPM-66082	Fire Pro Wrestling Returns	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66082
SLPM-66083	Lamune: Garasu-Bin ni Uturu Umi [Limited Edition]	HuneX	Adventure.	Japanese	Interchannel	NTSC-J	2005-08-25	SLPM-66083
SLPM-66084	Ramune: Garasu-bin ni Utsuru Umi	HuneX	Adventure.	Japanese	Interchannel	NTSC-J	2005-08-25	SLPM-66084
SLPM-66085	Rumble Roses	KCET / Yuke's	Wrestling.	Japanese	Konami	NTSC-J	2005-08-25	SLPM-66085
SLPM-66086	Gokujo Seitokai	Konami	Adventure / Mini Games.	Japanese	Konami	NTSC-J	2005-09-15	SLPM-66086
SLPM-66087	Winning Post 7	N/A	Sports	Japanese	Koei	NTSC-J	2005-08-25	SLPM-66087
SLPM-66088	Simple 2000 Series Vol. 84: The Boku ni Oma-Cafe: Kimagure Strawberry Cafe	Vingt-et-un Systems	Adventure / Dating / Strategy.	Japanese	D3 Publisher	NTSC-J	2005-08-04	SLPM-66088
SLPM-66089	3-nen B-gumi Kinpachi Sensei: Densetsu no Kyoudan ni Tate! Kanzenban	N/A	N/A	Japanese	Chunsoft	NTSC-J	2005-07-28	SLPM-66089
SLPM-66090	Crash Bandicoot: Gatchanko World	Radical Entertainment	Racing	Japanese	Vivendi Universal Games	NTSC-J	2005-12-01	SLPM-66090
SLPM-66091	Shinobido: Imashime	Spike Co., Ltd. / Acquire Corp	Action.	Japanese	Spike	NTSC-J	2005-11-10	SLPM-66091
SLPM-66092	Taito Memories: Gekan	Taito	Action / Platform / Puzzle / Shooter.	Japanese	Taito Corporation	NTSC-J	2005-08-25	SLPM-66092
SLPM-66093	Kessen II	Koei	Strategy	Japanese	Koei	NTSC-J	2005-08-11	SLPM-66093
SLPM-66094	Shin Sangoku Musou 2	Omega Force	Action / Beat'em Up.	Japanese	Koei	NTSC-J	2005-08-25	SLPM-66094
SLPM-66095	Chou Battle Houshin	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66095
