id	title	developer	genre	language	publisher	region	release_date	serial
P-00002	Hoshiful: Hoshi no furu machi [Limited Edition]	F&C	Adventure.	Japanese	Piacci	NTSC-J	2008-07-31	P-00002
P-00007	Canvas 3: Tanshoku no Pastel [Limited Edition]	F&C	Adventure.	Japanese	GN Software	NTSC-J	2009-09-17	P-00007
PAPX-90201	Fantavision	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90201
PAPX-90202	I.Q Remix+: Intelligent Qube	N/A	N/A	English	N/A	NTSC-J	N/A	PAPX-90202
PAPX-90203	Gran Turismo 2000	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90203
PAPX-90204	TVDJ	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90204
PAPX-90205	Dark Cloud	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90205
PAPX-90206	Blood: The Last Vampire	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90206
PAPX-90207	Gran Turismo 3: A-Spec: Autobacs Gentei Replay Theater	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90207
PAPX-90208	Gran Turismo 3: A-Spec: Replay Theater	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90208
PAPX-90209	Gran Turismo 3: A-Spec: Netz Toyota: Replay Theater Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90209
PAPX-90210	Yappa RPG desho.	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90210
PAPX-90211	Extermination	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90211
PAPX-90212	Boku to Maou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90212
PAPX-90213	Phase Paradox	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90213
PAPX-90215	Ka	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90215
PAPX-90216	Bravo Music	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90216
PAPX-90218	SkyGunner	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90218
PAPX-90220	Surveillance: Kanshisha	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90220
PAPX-90222	Jak x Daxter: Kyuu Sekai no Isan	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90222
PAPX-90223	Jak x Daxter: Kyuu Sekai no Isan	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90223
PAPX-90224	Sidewinder F	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90224
PAPX-90225	Legaia: Duel Saga: Special Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90225
PAPX-90226	Otostaz	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90226
PAPX-90228	Otostaz	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90228
PAPX-90229	XI [sái]: XI-Go	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90229
PAPX-90230	Arc the Lad: Seirei no Tasogare: Premiere Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90230
PAPX-90231	Kaitou Sly Cooper	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90231
PAPX-90232	Chain Dive	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90232
PAPX-90233	Bakusou Mountain Bikers	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90233
PAPX-90234	Katamari Damacy	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90234
PAPX-90235	XIII	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90235
PAPX-90236	Minna Daisuki Katamari Damacy	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90236
PAPX-90330	Saru! Get You! 2: Ukki Ukki Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90330
PAPX-90501	Dark Cloud	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90501
PAPX-90502	The Yamanote-sen: Train Simulator Real	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90502
PAPX-90503	PoPoLoCrois: Tsuki no Okite no Bouken	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90503
PAPX-90504	Gran Turismo Concept: Airtrek Turbo Special Edition	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90504
PAPX-90505	2002 Natsu no Osusume Soft Otameshi Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90505
PAPX-90506	Dark Chronicle	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90506
PAPX-90507	Official Disc 2003	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90507
PAPX-90508	Gran Turismo 4: Lupo Cup Training Version	N/A	N/A	N/A	N/A	NTSC-J	N/A	PAPX-90508
PAPX-90511	Siren: Trial Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90511
PAPX-90512	Gran Turismo 4: Prius Trial Version	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90512
PAPX-90514	Fuyu no Osusume Soft Otameshi Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90514
PAPX-90515	Fuyu no Osusume Soft Otameshi Disc 2003-2004	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90515
PAPX-90516	Jak II: Jak x Daxter 2	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90516
PAPX-90517	Prince of Persia: Jikan no Suna	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90517
PAPX-90518	Gacha Mecha Stadium: Saru Battle	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90518
PAPX-90519	Doko Demo Issho: Toro to Ippai	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90519
PAPX-90521	Waga Ryuu o Miyo: Pride of the Dragon Peace	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90521
PAPX-90522	Genji	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90522
PAPX-90523	Gran Turismo 4: Online Test Version	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90523
PAPX-90524	Wild Arms: The Vth Vanguard	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PAPX-90524
PBGP-0039	Galaxy Angel II: Zettairyouiki no Tobira: Deluxe Pack	N/A	N/A	N/A	Broccoli	NTSC-J	2006-06-22	PBGP-0039
PBGP-0050	Gift: Prism [Limited Edition]	Moonstone	Adventure.	Japanese	Sweets	NTSC-J	2006-10-19	PBGP-0050
PBGP-0053	Meitantei Evangelion: Premium Box	N/A	Adventure	N/A	N/A	NTSC-J	N/A	PBGP-0053
PBGP-0054	Meitantei Evangelion: Tokusouban	N/A	N/A	N/A	Broccoli	NTSC-J	2007-01-18	PBGP-0054
PBGP-0056	Galaxy Angel II: Mugen Kairou no Kagi: Deluxe Pack	N/A	Strategy	N/A	Broccoli	NTSC-J	2007-10-18	PBGP-0056
PBGP-0057	Shinseiki Evangelion: Battle Orchestra: Deluxe Pack	Headlock	Fighting	N/A	Broccoli	NTSC-J	2007-06-28	PBGP-0057
PBGP-0060	Galaxy Angel II: Mugen Kairou no Kagi: Zettai Mugen no Ishizue Set	N/A	Strategy	N/A	Broccoli	NTSC-J	2007-10-18	PBGP-0060
PBGP-0061	Suika A.S+ Eternal Name [First Press Limited Edition]	Circus	Adventure.	Japanese	Sweets	NTSC-J	2007-08-30	PBGP-0061
PBGP-0062	Princess Concerto [Deluxe Pack]	Headlock	Adventure / Tactical RPG.	Japanese	Broccoli	NTSC-J	2007-09-17	PBGP-0062
PBGP-0063	Saishuu Shiken Kujira: Alive [First Print Limited Edition]	Circus	Adventure.	Japanese	Sweets	NTSC-J	2007-09-27	PBGP-0063
PBGP-0065	D.C.: Da Capo: The Origin [First Print Limited Edition]	Circus	Adventure.	Japanese	Sweets	NTSC-J	2008-02-14	PBGP-0065
PBGP-0074	Galaxy Angel II: Eigou Kaiki no Koku: Deluxe Pack	N/A	Strategy	N/A	Broccoli	NTSC-J	2009-03-12	PBGP-0074
PBGP-0075	Galaxy Angel II: Eigou Kaiki no Koku: Complete Set	N/A	Strategy	N/A	Broccoli	NTSC-J	2009-03-12	PBGP-0075
PBGP-0076	Clear: Atarashii Kaze no Fuku Oka de [Limited Edition]	Sweets	Adventure.	Japanese	Moonstone	NTSC-J	2009-02-19	PBGP-0076
PBPX-95201	Utility Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95201
PBPX-95202	Utility Disc Version 1.01	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95202
PBPX-95203	Utility Disc Version 1.01	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95203
PBPX-95204	Demo Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	PBPX-95204
PBPX-95205	Demo Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	PBPX-95205
PBPX-95206	DVD Player Version 2.01	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95206
PBPX-95207	DVD Player Version 2.10	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	PBPX-95207
PBPX-95208	DVD Player Version 2.10	N/A	N/A	Dutch / English / French / German / Italian / Japanese / Portuguese / Spanish	N/A	PAL	N/A	PBPX-95208
PBPX-95209	DVD Player Version 2.10	N/A	N/A	English	N/A	PAL	N/A	PBPX-95209
PBPX-95210	DVD Player Version 2.10	N/A	N/A	Dutch / English / French / German / Italian / Portuguese / Spanish	N/A	NTSC-U	N/A	PBPX-95210
PBPX-95211	HDD Utility Disc Version 1.00	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95211
PBPX-95216	HDD Utility Disc	N/A	N/A	English	N/A	NTSC-U	N/A	PBPX-95216
PBPX-95218	DVD Player Version 2.12	N/A	N/A	Dutch / English / French / German / Italian / Portuguese / Spanish	N/A	NTSC-U	N/A	PBPX-95218
PBPX-95219	DVD Player Version 2.14	N/A	N/A	N/A	N/A	PAL	N/A	PBPX-95219
PBPX-95220	DVD Player Version 2.14	N/A	N/A	Dutch / English / French / German / Italian / Portuguese / Spanish	N/A	PAL	N/A	PBPX-95220
PBPX-95221	DVD Player Version 2.12	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	PBPX-95221
PBPX-95222	DVD Player Version 2.14	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95222
PBPX-95223	DVD Player Version 2.14	N/A	N/A	English	N/A	NTSC-U	N/A	PBPX-95223
PBPX-95224	DVD Player Version 2.16	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	PBPX-95224
PBPX-95228	DVD Player Version 3.00	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95228
PBPX-95237	HDD Utility Disc	N/A	N/A	English	N/A	NTSC-U	N/A	PBPX-95237
PBPX-95239	Online Start-Up Disc v3.0	N/A	N/A	English	N/A	NTSC-U	N/A	PBPX-95239
PBPX-95242	Online Start-Up Disc v3.0	N/A	N/A	English	Sony Computer Entertainment America	NTSC-U	N/A	PBPX-95242
PBPX-95245	Online Start-Up Disc v1.0	N/A	N/A	N/A	N/A	PAL	N/A	PBPX-95245
PBPX-95246	Online Start-Up Disc v3.5: Broadband Only	N/A	N/A	English	N/A	NTSC-U	N/A	PBPX-95246
PBPX-95247	Online Start-Up Disc v3.5: Broadband Only	N/A	Other	English	N/A	NTSC-U	N/A	PBPX-95247
PBPX-95248	Online Start-Up Disc 4.0: Broadband Only	N/A	Other	English	Sony Computer Entertainment America	NTSC-U	N/A	PBPX-95248
PBPX-95250	Online Start-Up Disc v1.0	N/A	N/A	N/A	N/A	PAL	N/A	PBPX-95250
PBPX-95251	Online Start-Up Disc 4.0: Broadband Only	N/A	N/A	English	Sony Computer Entertainment America	NTSC-U	N/A	PBPX-95251
PBPX-95501	PS2 Linux Beta Release 1	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	PBPX-95501
PBPX-95502	Gran Turismo 3: A-Spec	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95502
PBPX-95503	Gran Turismo 3: A-Spec	Polyphony Digital	Driving / Racing.	English	Sony	NTSC-U	2001-07-09	PBPX-95503
PBPX-95506	Demo Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	PBPX-95506
PBPX-95507	Linux (for PlayStation 2) Release 1.0 (Disc 1) (Runtime Environment)	Sony Computer Entertainment	Other	English	Sony Computer Entertainment	NTSC-U	2002	PBPX-95507
PBPX-95508	Linux (for PlayStation 2) Release 1.0 (Disc 2) (Software Packages)	Sony Computer Entertainment	Other	English	Sony Computer Entertainment	NTSC-U	2002	PBPX-95508
PBPX-95509	Linux (for PlayStation 2) Release 1.0 (Disc 1) (Runtime Environment)	N/A	N/A	English	N/A	PAL	N/A	PBPX-95509
PBPX-95510	Linux (for PlayStation 2) Release 1.0 (Disc 2) (Software Packages)	N/A	N/A	English	N/A	PAL	N/A	PBPX-95510
PBPX-95514	Demo Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	PBPX-95514
PBPX-95516	Ratchet & Clank	Insomniac Games	Platformer	Japanese	Sony Computer Entertainment Inc. (Japan)	NTSC-J	2002-12-03	PBPX-95516
PBPX-95517	Network Adaptor Start-Up Disc	N/A	Other	English	Sony Computer Entertainment America	NTSC-U	N/A	PBPX-95517
PBPX-95519	Network Adaptor Start-Up Disc v2.0	N/A	Other	English	Sony Computer Entertainment America	NTSC-U	N/A	PBPX-95519
PBPX-95520	Demo Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	PBPX-95520
PBPX-95522	Kidou Senshi Z Gundam: A.E.U.G. vs. Titans	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95522
PBPX-95523	Gran Turismo 4: Prologue	Polyphony Digital	Racing	Japanese	Sony Computer Entertainment	NTSC-J	2002-10-13	PBPX-95523
PBPX-95524	Gran Turismo 4: Prologue	Polyphony Digital	Racing	Chinese	Sony Computer Entertainment	NTSC-J	2003	PBPX-95524
PBPX-95525	Final Fantasy XII	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95525
PBPX-95601	Gran Turismo 4	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PBPX-95601
PCPX-96301	I.Q Remix+: Intelligent Qube	N/A	N/A	English	N/A	NTSC-J	N/A	PCPX-96301
PCPX-96302	Fantavision	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96302
PCPX-96303	6-gatsu Hatsubai Title Promotion Disc: Aconcagua / Boku no Natsuyasumi / TVDJ	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96303
PCPX-96304	Scandal	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96304
PCPX-96305	Play-Pre Plus 004: 2000 June (Disc 2)	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96305
PCPX-96306	Bikkuri Mouse	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96306
PCPX-96310	X-treme Racing SSX	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96310
PCPX-96311	Gran Turismo 3: A-Spec: Tentou Shiyuu Disc	N/A	N/A	English	N/A	NTSC-J	N/A	PCPX-96311
PCPX-96312	Gran Turismo 3: A-Spec: Autobacs Tentou Shiyuu Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96312
PCPX-96314	The Sky Odyssey	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96314
PCPX-96315	Phase Paradox	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96315
PCPX-96316	Phase Paradox	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96316
PCPX-96317	Ka	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96317
PCPX-96318	Rimococoron	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96318
PCPX-96319	Piposaru 2001	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96319
PCPX-96320	PaRappa the Rapper 2	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96320
PCPX-96321	SkyGunner	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96321
PCPX-96322	Ico	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96322
PCPX-96323	Toro to Kyuujitsu	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96323
PCPX-96324	Dual Hearts	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96324
PCPX-96328	3 Title Special Disc: Saru! Get You! 2 / PoPoLoCrois: Hajimari no Bouken / Boku no Natsuyasumi 2	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96328
PCPX-96330	Arc the Lad: Seirei no Tasogare: Premiere Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96330
PCPX-96501	PlayStation 2 Debut Collection	N/A	Other	N/A	N/A	NTSC-J	N/A	PCPX-96501
PCPX-96603	Dark Cloud	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96603
PCPX-96605	MiruMiru 2000-nen 12-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96605
PCPX-96606	Play-Pre 2 Volume 0: 2001 February	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96606
PCPX-96607	2000-2001 Winter Lineup	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96607
PCPX-96608	MiruMiru 2001-nen 1-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96608
PCPX-96609	Gran Turismo 3: A-Spec: Tentou Shiyuu Disc Vol. 2	N/A	N/A	English	N/A	NTSC-J	N/A	PCPX-96609
PCPX-96610	MiruMiru 2001-nen 2-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96610
PCPX-96611	Play-Pre 2 Volume 1: 2001 April	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96611
PCPX-96612	MiruMiru 2001-nen 3-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96612
PCPX-96613	MiruMiru 2001-nen 4-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96613
PCPX-96614	MiruMiru 2001-nen 5-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96614
PCPX-96615	MiruMiru 2001-nen 6-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96615
PCPX-96616	Play-Pre 2 Volume 2: 2001 August	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96616
PCPX-96617	MiruMiru 2001-nen 8-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96617
PCPX-96618	MiruMiru 2001-nen 7-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96618
PCPX-96619	Genshi no Kotoba	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96619
PCPX-96620	MiruMiru 2001-nen 9-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96620
PCPX-96621	MiruMiru 2001-nen 10-gatsudo Juchuugou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96621
PCPX-96622	Play-Pre 2 Volume 3: 2001 December	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96622
PCPX-96624	Gran Turismo Concept: 2001 Tokyo	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96624
PCPX-96625	Play-Pre 2 Volume 4: 2002 April	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96625
PCPX-96626	PlayStation Index (DVD-ROM-ban): PlayStation 2 Official Soft Catalog 2002 April	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96626
PCPX-96627	2002 Natsu no Osusume Soft Otameshi Disc	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96627
PCPX-96628	Play-Pre 2 Volume 5: 2002 August	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96628
PCPX-96629	Fuyu no Osusume Soft Otameshi Disc 2002	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96629
PCPX-96630	Play-Pre 2 Volume 6: 2002 December	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96630
PCPX-96631	Koedashite Ikou. Taikenban	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96631
PCPX-96632	Play-Pre 2 Volume 7: 2003 April	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96632
PCPX-96633	Play-Pre 2 Volume 7: 2003 April: CM Collection	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96633
PCPX-96634	Gran Turismo: Subaru Driving Simulator Version	N/A	N/A	N/A	N/A	NTSC-J	N/A	PCPX-96634
PCPX-96635	Play-Pre 2 Volume 8: 2003 August	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96635
PCPX-96636	Siren	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96636
PCPX-96638	EyeToy: Play	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96638
PCPX-96639	Play-Pre 2 Volume 9: 2003 December	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96639
PCPX-96641	Play-Pre 2 Volume 10: 2004 April	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96641
PCPX-96646	Play-Pre 2 Volume 11: 2004 August	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96646
PCPX-96649	Gran Turismo 4: First Preview	N/A	N/A	English / Japanese	N/A	NTSC-J	N/A	PCPX-96649
PCPX-96653	Ratchet & Clank 3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96653
PCPX-96655	Play-Pre 2 Volume 12: 2004 December	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96655
PCPX-96656	Play-Pre 2 Volume 12: 2004 December: "PSP" Movie Collection & CM Collection	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96656
PCPX-96657	Saru! Get You! 3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-96657
PCPX-98017	Ratchet & Clank 4th: Giri Giri Ginga no Giga Battle	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-98017
PCPX-98041	Saru! Get You! Million Monkeys	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-98041
PCPX-98042	Minna no Tennis	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PCPX-98042
PDPX-99109	DVD Player Version 3.04	N/A	N/A	Japanese	N/A	NTSC-J	N/A	PDPX-99109
PERSONA-01	Persona 3 [Konamistyle Special Edition]	Atlus Co., Ltd	RPG	Japanese	Atlus Co., Ltd	NTSC-J	2006-07-14	PERSONA-01
PERSONA-02	Persona 3 FES [Independent Starting Version] [Konamistyle Special Edition]	Atlus Co., Ltd	RPG	Japanese	Atlus Co., Ltd	NTSC-J	2007-04-20	PERSONA-02
PIO-05101	Angel Wish: Kimi no Egao ni Chu! [Special Edition]	Pionesoft	Adventure	Japanese	Pionesoft	NTSC-J	2005-02-24	PIO-05101
PIO-06103	Jewels Ocean: Star of Sierra Leone [Special Pack]	Escu:de	Adventure / Tactical RPG.	Japanese	Pione Soft	NTSC-J	2006-02-23	PIO-06103
PIO-07104	Ouka Kokoro Kagayakaseru Sakura [Limited Edition]	Pione Soft	Adventure.	Japanese	Pione Soft	NTSC-J	2006-05-25	PIO-07104
PIO-07105	Ojousama Kumikyoku: Sweet Concert [Special Pack Edition]	Symphony	Adventure.	Japanese	Pione Soft	NTSC-J	2007-04-26	PIO-07105
PKP2-00702	Pandora: Kimi no Namae o Boku wa Shiru [Limited Edition]	Design Factory / Otomate	Adventure.	Japanese	Idea Factory	NTSC-J	2010-11-18	PKP2-00702
PSXC-00201	DESR-7000/DESR-5000 Sen'you: PSX Update Disc Ver. 1.10	N/A	N/A	Japanese	Sony Computer Entertainment	NTSC-J	2004	PSXC-00201
PSXC-00202	DESR-7000/DESR-5000 Sen'you: PSX Update Disc Ver. 1.20	N/A	N/A	Japanese	Sony Computer Entertainment	NTSC-J	2004	PSXC-00202
PSXC-00203	DESR-7000/DESR-5000/DESR-7100/DESR-5100 Sen'you: PSX Update Disc Ver. 1.31	N/A	N/A	Japanese	Sony Computer Entertainment	NTSC-J	2004	PSXC-00203
PSXC-00204	DESR-7500/DESR-5500/DESR-7700/DESR-5700 Sen'you: PSX Update Disc Ver. 2.11	N/A	N/A	Japanese	Sony Computer Entertainment	NTSC-J	2005	PSXC-00204
PUPX-93033	PlayStation Seizou Kensa-you Disc 3 CD-ROM US-ban Ver1.1	N/A	Other	English	N/A	NTSC-U	N/A	PUPX-93033
ROSE-00001	Crimson Empire [Deluxe Edition]	Art Move	Adventure / RPG.	Japanese	Quinrose	NTSC-J	2010-12-16	ROSE-00001
SCAJ-10001	Makai Senki Disgaea	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10001
SCAJ-10003	Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SCAJ-10003
SCAJ-10004	Time Crisis II (Playstation 2 The Best)	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10004
SCAJ-10006	Taiko no Tatsujin: Appare Sandaime	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SCAJ-10006
SCAJ-10007	Taiko no Tatsujin: Waku Waku Anime Matsuri	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10007
SCAJ-10008	Taiko no Tatsujin: Atsumare! Matsuri da!! Yondaime	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SCAJ-10008
SCAJ-10009	Psikyo Shooting Collection Vol.1: Strikers 1945 1&2	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10009
SCAJ-10010	Mahjong Party: Gen Shuizhe Meinü Dajiquan	Telenet Japan (Nippon Telenet)	Mahjong.	Chinese	Telenet Japan (Nippon Telenet)	NTSC-J	2004-08-12	SCAJ-10010
SCAJ-10011	Taiko no Tatsujin: Go! Go! Godaime	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SCAJ-10011
SCAJ-10012	Taiko Drum Master	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10012
SCAJ-10013	Taiko no Tatsujin: Tobikkiri! Anime Special	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10013
SCAJ-10014	Taiko no Tatsujin: Wai Wai Happy Muyome	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-10014
SCAJ-10015	Taiko no Tatsujin: Doka! to Oomori Nanadaim	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SCAJ-10015
SCAJ-15076	EyeToy: FuriFuri Dance Tengoku	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-15076
SCAJ-20001	Ratchet & Clank	Insomniac Games	Action / PLatformer / Shooter.	Japanese	Sony	NTSC-J	2002-12-03	SCAJ-20001
SCAJ-20002	Gallop Racer 6: Revolution	N/A	N/A	N/A	N/A	NTSC-J	N/A	SCAJ-20002
SCAJ-20003	Argus no Senshi	Tecmo	Action / Beat'em Up.	Japanese	Tecmo	NTSC-J	2002-12-05	SCAJ-20003
